id,amphitheatre,latitude_mean,longitude_mean,is_outside
3512,Amphi 1,36.6884204,2.8666715,False
3513,Amphi 1,36.6884224,2.866685,False
3514,Amphi 1,36.6884224,2.866685,False
3515,Amphi 1,36.6884224,2.866685,False
3516,Amphi 1,36.6884224,2.866685,False
3517,Amphi 1,36.6884224,2.866685,False
3518,Amphi 1,36.6884195,2.8666661,False
3519,Amphi 1,36.6884195,2.8666661,False
3520,Amphi 1,36.6884204,2.8666715,False
3521,Amphi 1,36.6884204,2.8666715,False
3522,Amphi 1,36.6884204,2.8666715,False
3523,Amphi 1,36.6884204,2.8666715,False
3524,Amphi 1,36.6884204,2.8666715,False
3525,Amphi 1,36.6884204,2.8666715,False
3526,Amphi 1,36.6884224,2.866685,False
3527,Amphi 1,36.6884224,2.866685,False
3528,Amphi 1,36.6884224,2.866685,False
3529,Amphi 1,36.6884224,2.866685,False
3530,Amphi 1,36.6884224,2.866685,False
3531,Amphi 1,36.6884224,2.866685,False
3532,Amphi 1,36.6884195,2.8666661,False
3533,Amphi 1,36.6884195,2.8666661,False
3534,Amphi 1,36.6884204,2.8666715,False
3535,Amphi 1,36.6884204,2.8666715,False
3536,Amphi 1,36.6884204,2.8666715,False
3537,Amphi 1,36.6884204,2.8666715,False
3538,Amphi 1,36.6884204,2.8666715,False
3539,Amphi 1,36.6884204,2.8666715,False
3540,Amphi 1,36.6884224,2.866685,False
3541,Amphi 1,36.6884224,2.866685,False
3542,Amphi 1,36.6884224,2.866685,False
3543,Amphi 1,36.6884224,2.866685,False
3544,Amphi 1,36.6884195,2.8666661,False
3545,Amphi 1,36.6884195,2.8666661,False
3546,Amphi 1,36.6884204,2.8666715,False
3547,Amphi 1,36.6884204,2.8666715,False
3548,Amphi 1,36.6884204,2.8666715,False
3549,Amphi 1,36.6884204,2.8666715,False
3550,Amphi 1,36.6884204,2.8666715,False
3551,Amphi 1,36.6884204,2.8666715,False
3552,Amphi 1,36.6884224,2.866685,False
3553,Amphi 1,36.6884224,2.866685,False
3554,Amphi 1,36.6884224,2.866685,False
3555,Amphi 1,36.6884224,2.866685,False
3556,Amphi 1,36.6884224,2.866685,False
3557,Amphi 1,36.6884224,2.866685,False
3558,Amphi 1,36.6884224,2.866685,False
4697,Amphi 1,36.6884248,2.8666647,False
4698,Amphi 1,36.6884248,2.8666647,False
4699,Amphi 1,36.6884248,2.8666647,False
4700,Amphi 1,36.6884248,2.8666647,False
4701,Amphi 1,36.6884248,2.8666647,False
4702,Amphi 1,36.6884248,2.8666647,False
4703,Amphi 1,36.6884248,2.8666647,False
4704,Amphi 1,36.6884248,2.8666647,False
4705,Amphi 1,36.6884248,2.8666647,False
4706,Amphi 1,36.6884248,2.8666647,False
4707,Amphi 1,36.6884248,2.8666647,False
4708,Amphi 1,36.6884248,2.8666647,False
4709,Amphi 1,36.6884248,2.8666647,False
4710,Amphi 1,36.6884248,2.8666647,False
4711,Amphi 1,36.6884248,2.8666647,False
4712,Amphi 1,36.6884248,2.8666647,False
4713,Amphi 1,36.6884248,2.8666647,False
4714,Amphi 1,36.6884248,2.8666647,False
4715,Amphi 1,36.6884248,2.8666647,False
4716,Amphi 1,36.6884248,2.8666647,False
4717,Amphi 1,36.6884248,2.8666647,False
4718,Amphi 1,36.6884248,2.8666647,False
4719,Amphi 1,36.6884248,2.8666647,False
4720,Amphi 1,36.6884248,2.8666647,False
4721,Amphi 1,36.6884248,2.8666647,False
4722,Amphi 1,36.6884248,2.8666647,False
4723,Amphi 1,36.6884248,2.8666647,False
4724,Amphi 1,36.6884248,2.8666647,False
4725,Amphi 1,36.6884248,2.8666647,False
4726,Amphi 1,36.6884248,2.8666647,False
4727,Amphi 1,36.6884248,2.8666647,False
4728,Amphi 1,36.6884248,2.8666647,False
4729,Amphi 1,36.6884248,2.8666647,False
4730,Amphi 1,36.6884248,2.8666647,False
4731,Amphi 1,36.6884248,2.8666647,False
4732,Amphi 1,36.6884248,2.8666647,False
4733,Amphi 1,36.6884248,2.8666647,False
4734,Amphi 1,36.6884248,2.8666647,False
4735,Amphi 1,36.6884248,2.8666647,False
4736,Amphi 1,36.6884248,2.8666647,False
4737,Amphi 1,36.6884248,2.8666647,False
4738,Amphi 1,36.6884248,2.8666647,False
4739,Amphi 1,36.6884248,2.8666647,False
4740,Amphi 1,36.6884248,2.8666647,False
4741,Amphi 1,36.6884248,2.8666647,False
4742,Amphi 1,36.6884248,2.8666647,False
6090,Amphi 1,36.6883889,2.8667436,False
6091,Amphi 1,36.6883889,2.8667436,False
6092,Amphi 1,36.6883889,2.8667436,False
6093,Amphi 1,36.6883889,2.8667436,False
6094,Amphi 1,36.6883889,2.8667436,False
6095,Amphi 1,36.6883889,2.8667436,False
6096,Amphi 1,36.6883966,2.8668013,False
6097,Amphi 1,36.6883966,2.8668013,False
6098,Amphi 1,36.6883966,2.8668013,False
6099,Amphi 1,36.6883966,2.8668013,False
6100,Amphi 1,36.6883889,2.8667436,False
6101,Amphi 1,36.6883889,2.8667436,False
6102,Amphi 1,36.6883889,2.8667436,False
6103,Amphi 1,36.6883889,2.8667436,False
6104,Amphi 1,36.6883889,2.8667436,False
6105,Amphi 1,36.6883889,2.8667436,False
6106,Amphi 1,36.6883966,2.8668013,False
6107,Amphi 1,36.6883966,2.8668013,False
6108,Amphi 1,36.6883966,2.8668013,False
6109,Amphi 1,36.6883966,2.8668013,False
6110,Amphi 1,36.6883966,2.8668013,False
6111,Amphi 1,36.6883889,2.8667436,False
6112,Amphi 1,36.6883889,2.8667436,False
6113,Amphi 1,36.6883889,2.8667436,False
6114,Amphi 1,36.6883889,2.8667436,False
6115,Amphi 1,36.6883889,2.8667436,False
6116,Amphi 1,36.6883889,2.8667436,False
6117,Amphi 1,36.6883966,2.8668013,False
6118,Amphi 1,36.6883966,2.8668013,False
6119,Amphi 1,36.6883966,2.8668013,False
6120,Amphi 1,36.6883966,2.8668013,False
6121,Amphi 1,36.6883966,2.8668013,False
6122,Amphi 1,36.6883966,2.8668013,False
6123,Amphi 1,36.6883744,2.8667227,False
6124,Amphi 1,36.6883744,2.8667227,False
6125,Amphi 1,36.6883744,2.8667227,False
6126,Amphi 1,36.6883744,2.8667227,False
6127,Amphi 1,36.6883744,2.8667227,False
6128,Amphi 1,36.6883657,2.8667196,False
6129,Amphi 1,36.6883657,2.8667196,False
6130,Amphi 1,36.6883657,2.8667196,False
6131,Amphi 1,36.6883657,2.8667196,False
6132,Amphi 1,36.6883657,2.8667196,False
6133,Amphi 1,36.6883744,2.8667227,False
6134,Amphi 1,36.6883744,2.8667227,False
6135,Amphi 1,36.6883744,2.8667227,False
6136,Amphi 1,36.6883744,2.8667227,False
6137,Amphi 1,36.6883744,2.8667227,False
6138,Amphi 1,36.6883657,2.8667196,False
6139,Amphi 1,36.6883657,2.8667196,False
6140,Amphi 1,36.6883657,2.8667196,False
6141,Amphi 1,36.6883657,2.8667196,False
6142,Amphi 1,36.6883657,2.8667196,False
6143,Amphi 1,36.6883657,2.8667196,False
6144,Amphi 1,36.6883845,2.866719,False
6145,Amphi 1,36.6883845,2.866719,False
6146,Amphi 1,36.6883845,2.866719,False
6147,Amphi 1,36.6883845,2.866719,False
6148,Amphi 1,36.6883845,2.866719,False
6149,Amphi 1,36.6883899,2.866729,False
6150,Amphi 1,36.6883899,2.866729,False
6151,Amphi 1,36.6883899,2.866729,False
6152,Amphi 1,36.6883899,2.866729,False
6153,Amphi 1,36.6883899,2.866729,False
6154,Amphi 1,36.6883845,2.866719,False
6155,Amphi 1,36.6883845,2.866719,False
6156,Amphi 1,36.6883845,2.866719,False
6157,Amphi 1,36.6883845,2.866719,False
6158,Amphi 1,36.6883845,2.866719,False
6159,Amphi 1,36.6883899,2.866729,False
6160,Amphi 1,36.6883899,2.866729,False
6161,Amphi 1,36.6883899,2.866729,False
6162,Amphi 1,36.6883899,2.866729,False
6163,Amphi 1,36.6883899,2.866729,False
6164,Amphi 1,36.6883899,2.866729,False
6165,Amphi 1,36.6883845,2.866719,False
6166,Amphi 1,36.6883845,2.866719,False
6167,Amphi 1,36.6883845,2.866719,False
6168,Amphi 1,36.6883845,2.866719,False
6169,Amphi 1,36.6883845,2.866719,False
6170,Amphi 1,36.6883899,2.866729,False
6171,Amphi 1,36.6883899,2.866729,False
6172,Amphi 1,36.6883899,2.866729,False
6173,Amphi 1,36.6883899,2.866729,False
6174,Amphi 1,36.6883899,2.866729,False
6175,Amphi 1,36.6883899,2.866729,False
6176,Amphi 1,36.6883899,2.866729,False
6177,Amphi 1,36.6883923,2.8667348,False
6178,Amphi 1,36.6883923,2.8667348,False
6179,Amphi 1,36.6883923,2.8667348,False
6180,Amphi 1,36.6883923,2.8667348,False
6181,Amphi 1,36.6883923,2.8667348,False
6182,Amphi 1,36.6883923,2.8667348,False
6183,Amphi 1,36.6883875,2.8667001,False
6184,Amphi 1,36.6883875,2.8667001,False
6185,Amphi 1,36.6883875,2.8667001,False
6186,Amphi 1,36.6883875,2.8667001,False
6230,Amphi 1,36.6883386,2.8666935,False
6231,Amphi 1,36.6883386,2.8666935,False
6232,Amphi 1,36.6883386,2.8666935,False
6233,Amphi 1,36.6883386,2.8666935,False
6234,Amphi 1,36.6883386,2.8666935,False
6235,Amphi 1,36.6883386,2.8666935,False
6236,Amphi 1,36.6883386,2.8666935,False
6237,Amphi 1,36.6883338,2.8666999,False
6238,Amphi 1,36.6883338,2.8666999,False
6239,Amphi 1,36.6883338,2.8666999,False
6240,Amphi 1,36.6883338,2.8666999,False
6241,Amphi 1,36.6883386,2.8666935,False
6242,Amphi 1,36.6883386,2.8666935,False
6243,Amphi 1,36.6883386,2.8666935,False
6244,Amphi 1,36.6883386,2.8666935,False
6245,Amphi 1,36.6883386,2.8666935,False
6246,Amphi 1,36.6883386,2.8666935,False
6247,Amphi 1,36.6883386,2.8666935,False
6248,Amphi 1,36.6883338,2.8666999,False
6249,Amphi 1,36.6883338,2.8666999,False
6250,Amphi 1,36.6883338,2.8666999,False
6251,Amphi 1,36.6883338,2.8666999,False
6252,Amphi 1,36.6883338,2.8666999,False
6253,Amphi 1,36.6883386,2.8666935,False
6254,Amphi 1,36.6883386,2.8666935,False
6255,Amphi 1,36.6883386,2.8666935,False
6187,Amphi 1,36.6883923,2.8667348,False
6188,Amphi 1,36.6883923,2.8667348,False
6189,Amphi 1,36.6883923,2.8667348,False
6190,Amphi 1,36.6883923,2.8667348,False
6191,Amphi 1,36.6883923,2.8667348,False
6192,Amphi 1,36.6883923,2.8667348,False
6193,Amphi 1,36.6883875,2.8667001,False
6194,Amphi 1,36.6883875,2.8667001,False
6195,Amphi 1,36.6883875,2.8667001,False
6196,Amphi 1,36.6883875,2.8667001,False
6197,Amphi 1,36.6883875,2.8667001,False
6198,Amphi 1,36.6883923,2.8667348,False
6199,Amphi 1,36.6883923,2.8667348,False
6200,Amphi 1,36.6883923,2.8667348,False
6201,Amphi 1,36.6883923,2.8667348,False
6202,Amphi 1,36.6883923,2.8667348,False
6203,Amphi 1,36.6883923,2.8667348,False
6204,Amphi 1,36.6883875,2.8667001,False
6205,Amphi 1,36.6883875,2.8667001,False
6206,Amphi 1,36.6883875,2.8667001,False
6207,Amphi 1,36.6883875,2.8667001,False
6208,Amphi 1,36.6883875,2.8667001,False
6209,Amphi 1,36.6883875,2.8667001,False
6210,Amphi 1,36.68832172442903,2.866783249229929,False
6211,Amphi 1,36.688413740536895,2.866637909699383,False
6212,Amphi 1,36.68841219137449,2.86663381550744,False
6213,Amphi 1,36.68841216361821,2.866633829039076,False
6214,Amphi 1,36.68841200200143,2.866633907858051,False
6215,Amphi 1,36.68841196823829,2.866633924326855,False
6216,Amphi 1,36.68841196115576,2.866633927775523,False
6217,Amphi 1,36.68841195967608,2.866633928493972,False
6218,Amphi 1,36.6884003026005,2.8667443788399427,False
6219,Amphi 1,36.68840276422453,2.866721055046371,False
6220,Amphi 1,36.6883386,2.8666935,False
6221,Amphi 1,36.6883386,2.8666935,False
6222,Amphi 1,36.6883386,2.8666935,False
6223,Amphi 1,36.6883386,2.8666935,False
6224,Amphi 1,36.6883386,2.8666935,False
6225,Amphi 1,36.6883386,2.8666935,False
6226,Amphi 1,36.6883386,2.8666935,False
6227,Amphi 1,36.6883338,2.8666999,False
6228,Amphi 1,36.6883338,2.8666999,False
6229,Amphi 1,36.6883338,2.8666999,False
6256,Amphi 1,36.6883386,2.8666935,False
6257,Amphi 1,36.6883386,2.8666935,False
6258,Amphi 1,36.6883386,2.8666935,False
6259,Amphi 1,36.6883386,2.8666935,False
6260,Amphi 1,36.6883338,2.8666999,False
6261,Amphi 1,36.6883338,2.8666999,False
6262,Amphi 1,36.6883338,2.8666999,False
6263,Amphi 1,36.6883338,2.8666999,False
6264,Amphi 1,36.6883338,2.8666999,False
6265,Amphi 1,36.6883338,2.8666999,False
6266,Amphi 1,36.6883386,2.8666935,False
6267,Amphi 1,36.6883386,2.8666935,False
6268,Amphi 1,36.6883386,2.8666935,False
6269,Amphi 1,36.6883386,2.8666935,False
6270,Amphi 1,36.6883386,2.8666935,False
6271,Amphi 1,36.6883386,2.8666935,False
6272,Amphi 1,36.6883386,2.8666935,False
6273,Amphi 1,36.6883338,2.8666999,False
6274,Amphi 1,36.6883338,2.8666999,False
6275,Amphi 1,36.6883338,2.8666999,False
6276,Amphi 1,36.6883338,2.8666999,False
6277,Amphi 1,36.6883338,2.8666999,False
6278,Amphi 1,36.6883338,2.8666999,False
6279,Amphi 1,36.6883338,2.8666999,False
6280,Amphi 1,36.68840276422453,2.866721055046371,False
6281,Amphi 1,36.68840276422453,2.866721055046371,False
6282,Amphi 1,36.68840276422453,2.866721055046371,False
6283,Amphi 1,36.68840276422453,2.866721055046371,False
6284,Amphi 1,36.68839549597165,2.866780091911522,False
6285,Amphi 1,36.68839549597165,2.866780091911522,False
6286,Amphi 1,36.68839549597165,2.866780091911522,False
6287,Amphi 1,36.68839549597165,2.866780091911522,False
6351,Amphi 1,36.68837637780538,2.866585408655003,False
6352,Amphi 1,36.68837662397625,2.8665849319847534,False
6353,Amphi 1,36.68837663639973,2.8665849078747545,False
6354,Amphi 1,36.68837663640373,2.86658490786702,False
6355,Amphi 1,36.68837663640769,2.8665849078592944,False
6356,Amphi 1,36.68837663641162,2.8665849078514856,False
6357,Amphi 1,36.68837663641162,2.8665849078514856,False
6358,Amphi 1,36.68840349697156,2.866707178548896,False
6359,Amphi 1,36.68840391482489,2.866706985929226,False
6360,Amphi 1,36.68840393471845,2.8667091376240226,False
6361,Amphi 1,36.68840399450641,2.86670911016807,False
6362,Amphi 1,36.68840400444904,2.866709105595401,False
6363,Amphi 1,36.68840400654218,2.866709104633664,False
6364,Amphi 1,36.68840400697998,2.86670910443147,False
6447,Amphi 1,36.68835190283943,2.8666300567051386,False
6448,Amphi 1,36.68835190553315,2.8666300549576604,False
6449,Amphi 1,36.68835190553308,2.8666300549577985,False
6450,Amphi 1,36.68835190553165,2.866630054960515,False
6451,Amphi 1,36.68834679332085,2.866639689095649,False
6452,Amphi 1,36.68833917694853,2.8666540424084297,False
6453,Amphi 1,36.6883294889953,2.866672299686006,False
7194,Amphi 1,36.6883478,2.8666814,False
7195,Amphi 1,36.6883478,2.8666814,False
7196,Amphi 1,36.6883478,2.8666814,False
7197,Amphi 1,36.6883478,2.8666814,False
7198,Amphi 1,36.6883512,2.8666837,False
7199,Amphi 1,36.6883512,2.8666837,False
7200,Amphi 1,36.6883512,2.8666837,False
7201,Amphi 1,36.6883512,2.8666837,False
7202,Amphi 1,36.6883512,2.8666837,False
7203,Amphi 1,36.6883512,2.8666837,False
8381,Amphi 1,36.6883992,2.86666,False
8382,Amphi 1,36.6883992,2.86666,False
8383,Amphi 1,36.6883992,2.86666,False
8384,Amphi 1,36.6883992,2.86666,False
8385,Amphi 1,36.6883992,2.86666,False
8386,Amphi 1,36.6883953,2.8666657,False
8387,Amphi 1,36.6883953,2.8666657,False
8388,Amphi 1,36.6883953,2.8666657,False
8389,Amphi 1,36.6883953,2.8666657,False
8390,Amphi 1,36.6883953,2.8666657,False
8391,Amphi 1,36.6883992,2.86666,False
8392,Amphi 1,36.6883992,2.86666,False
8393,Amphi 1,36.6883992,2.86666,False
8394,Amphi 1,36.6883992,2.86666,False
8395,Amphi 1,36.6883992,2.86666,False
8396,Amphi 1,36.6883953,2.8666657,False
8397,Amphi 1,36.6883953,2.8666657,False
8398,Amphi 1,36.6883953,2.8666657,False
8399,Amphi 1,36.6883953,2.8666657,False
8400,Amphi 1,36.6883953,2.8666657,False
8401,Amphi 1,36.6883953,2.8666657,False
17,Amphi 2,36.68843832110959,2.866520129322033,False
1443,Amphi 2,36.6883602,2.8664962,False
1444,Amphi 2,36.6883602,2.8664962,False
1445,Amphi 2,36.6883602,2.8664962,False
1446,Amphi 2,36.6883602,2.8664962,False
1447,Amphi 2,36.6883602,2.8664962,False
1448,Amphi 2,36.6883602,2.8664962,False
1449,Amphi 2,36.6883559,2.8664914,False
1450,Amphi 2,36.6883559,2.8664914,False
1451,Amphi 2,36.6883559,2.8664914,False
1452,Amphi 2,36.6883559,2.8664914,False
1453,Amphi 2,36.6883602,2.8664962,False
1454,Amphi 2,36.6883602,2.8664962,False
1455,Amphi 2,36.6883602,2.8664962,False
1456,Amphi 2,36.6883602,2.8664962,False
1457,Amphi 2,36.6883602,2.8664962,False
1458,Amphi 2,36.6883602,2.8664962,False
1459,Amphi 2,36.6883559,2.8664914,False
1460,Amphi 2,36.6883559,2.8664914,False
1461,Amphi 2,36.6883559,2.8664914,False
1462,Amphi 2,36.6883559,2.8664914,False
1463,Amphi 2,36.6883559,2.8664914,False
1464,Amphi 2,36.6883602,2.8664962,False
1465,Amphi 2,36.6883602,2.8664962,False
1466,Amphi 2,36.6883602,2.8664962,False
1467,Amphi 2,36.6883602,2.8664962,False
1468,Amphi 2,36.6883602,2.8664962,False
282,Amphi 2,36.68844403540865,2.8665236751664445,False
283,Amphi 2,36.68844403540865,2.8665236751664445,False
284,Amphi 2,36.68844373554119,2.86652425545536,False
285,Amphi 2,36.68844373554117,2.8665242554553987,False
286,Amphi 2,36.68844373554116,2.866524255455439,False
287,Amphi 2,36.68844373363574,2.866524259142717,False
288,Amphi 2,36.68844373363572,2.866524259142757,False
289,Amphi 2,36.688443733635694,2.866524259142796,False
290,Amphi 2,36.68844373363567,2.866524259142836,False
291,Amphi 2,36.68844373363565,2.866524259142875,False
292,Amphi 2,36.68843947220664,2.866518973826477,False
293,Amphi 2,36.68843947220664,2.866518973826477,False
294,Amphi 2,36.68843947220664,2.866518973826477,False
295,Amphi 2,36.688445845674096,2.866518902959602,False
296,Amphi 2,36.68844585084263,2.8665189336763484,False
297,Amphi 2,36.68844585084269,2.86651893367668,False
298,Amphi 2,36.68844602632996,2.866519976600276,False
299,Amphi 2,36.68844624835543,2.866521296101192,False
300,Amphi 2,36.68844530424666,2.866520742394053,False
301,Amphi 2,36.68844465633492,2.8665203565413604,False
302,Amphi 2,36.688346,2.8664982,False
303,Amphi 2,36.688346,2.8664982,False
304,Amphi 2,36.688346,2.8664982,False
305,Amphi 2,36.688346,2.8664982,False
306,Amphi 2,36.688346,2.8664982,False
307,Amphi 2,36.688346,2.8664982,False
308,Amphi 2,36.688347,2.866495,False
309,Amphi 2,36.688347,2.866495,False
310,Amphi 2,36.688347,2.866495,False
311,Amphi 2,36.688347,2.866495,False
312,Amphi 2,36.688346,2.8664982,False
313,Amphi 2,36.688346,2.8664982,False
314,Amphi 2,36.688346,2.8664982,False
315,Amphi 2,36.688346,2.8664982,False
316,Amphi 2,36.688346,2.8664982,False
317,Amphi 2,36.688346,2.8664982,False
318,Amphi 2,36.688347,2.866495,False
319,Amphi 2,36.688347,2.866495,False
320,Amphi 2,36.688347,2.866495,False
321,Amphi 2,36.688347,2.866495,False
322,Amphi 2,36.688347,2.866495,False
323,Amphi 2,36.688346,2.8664982,False
324,Amphi 2,36.688346,2.8664982,False
325,Amphi 2,36.688346,2.8664982,False
326,Amphi 2,36.688346,2.8664982,False
327,Amphi 2,36.688346,2.8664982,False
328,Amphi 2,36.688346,2.8664982,False
329,Amphi 2,36.688347,2.866495,False
330,Amphi 2,36.688347,2.866495,False
331,Amphi 2,36.688347,2.866495,False
332,Amphi 2,36.688347,2.866495,False
333,Amphi 2,36.688347,2.866495,False
334,Amphi 2,36.688347,2.866495,False
335,Amphi 2,36.6883411,2.8664812,False
336,Amphi 2,36.6883411,2.8664812,False
337,Amphi 2,36.6883411,2.8664812,False
338,Amphi 2,36.6883411,2.8664812,False
339,Amphi 2,36.688348,2.8665073,False
340,Amphi 2,36.688348,2.8665073,False
341,Amphi 2,36.688348,2.8665073,False
342,Amphi 2,36.688348,2.8665073,False
343,Amphi 2,36.688348,2.8665073,False
344,Amphi 2,36.688348,2.8665073,False
345,Amphi 2,36.6883333,2.8664725,False
346,Amphi 2,36.6883333,2.8664725,False
347,Amphi 2,36.6883333,2.8664725,False
348,Amphi 2,36.6883333,2.8664725,False
349,Amphi 2,36.6883333,2.8664725,False
350,Amphi 2,36.6883333,2.8664725,False
351,Amphi 2,36.6883316,2.8664785,False
352,Amphi 2,36.6883316,2.8664785,False
353,Amphi 2,36.6883316,2.8664785,False
354,Amphi 2,36.6883316,2.8664785,False
355,Amphi 2,36.6883333,2.8664725,False
356,Amphi 2,36.6883333,2.8664725,False
357,Amphi 2,36.6883333,2.8664725,False
358,Amphi 2,36.6883333,2.8664725,False
359,Amphi 2,36.6883333,2.8664725,False
360,Amphi 2,36.6883333,2.8664725,False
361,Amphi 2,36.6883316,2.8664785,False
362,Amphi 2,36.6883316,2.8664785,False
363,Amphi 2,36.6883316,2.8664785,False
364,Amphi 2,36.6883316,2.8664785,False
365,Amphi 2,36.6883316,2.8664785,False
366,Amphi 2,36.6883333,2.8664725,False
367,Amphi 2,36.6883333,2.8664725,False
368,Amphi 2,36.6883333,2.8664725,False
369,Amphi 2,36.6883333,2.8664725,False
370,Amphi 2,36.6883333,2.8664725,False
371,Amphi 2,36.6883333,2.8664725,False
372,Amphi 2,36.6883316,2.8664785,False
373,Amphi 2,36.6883316,2.8664785,False
374,Amphi 2,36.6883316,2.8664785,False
